iteration,current_cost,best_cost,temperature
1,1870.04,1150.76,345.229
2,1870.04,1150.76,345.229
3,1870.04,1150.76,345.229
4,1510,1150.76,345.229
5,1510,1150.76,345.229
6,1461.28,1150.76,345.229
7,1461.28,1150.76,345.229
8,1461.28,1150.76,345.229
9,1461.28,1150.76,345.229
10,1461.28,1150.76,345.229
11,1461.28,1150.76,345.229
12,1461.28,1150.76,345.229
13,1461.28,1150.76,345.229
14,1461.28,1150.76,345.229
15,1461.28,1150.76,345.229
16,1821.8,1150.76,345.229
17,1775.85,1150.76,345.229
18,1775.85,1150.76,345.229
19,1552.57,1150.76,345.229
20,1775.85,1150.76,345.229
21,1775.85,1150.76,345.229
22,1775.85,1150.76,345.229
23,1775.85,1150.76,345.229
24,1552.57,1150.76,345.229
25,1552.57,1150.76,345.229
26,1552.57,1150.76,345.229
27,1552.57,1150.76,345.229
28,1552.57,1150.76,345.229
29,1552.57,1150.76,345.229
30,1552.57,1150.76,345.229
31,1465.34,1150.76,345.229
32,1465.34,1150.76,345.229
33,1465.34,1150.76,345.229
34,1465.34,1150.76,345.229
35,1465.34,1150.76,345.229
36,1465.34,1150.76,345.229
37,1465.34,1150.76,345.229
38,1796.26,1150.76,345.229
39,1773.52,1150.76,345.229
40,1773.52,1150.76,345.229
41,1773.52,1150.76,345.229
42,1773.52,1150.76,345.229
43,2105.52,1150.76,345.229
44,2105.52,1150.76,345.229
45,2105.52,1150.76,345.229
46,2105.52,1150.76,345.229
47,2464.76,1150.76,345.229
48,2416.03,1150.76,345.229
49,2416.03,1150.76,345.229
50,1874.32,1150.76,345.229
51,1874.32,1150.76,345.229
52,1874.32,1150.76,345.229
53,1874.32,1150.76,345.229
54,1860.75,1150.76,345.229
55,1860.75,1150.76,345.229
56,1860.75,1150.76,345.229
57,2084.03,1150.76,345.229
58,2084.03,1150.76,345.229
59,2084.03,1150.76,345.229
60,2084.03,1150.76,345.229
61,1736.96,1150.76,345.229
62,1736.96,1150.76,345.229
63,1736.96,1150.76,345.229
64,1736.96,1150.76,345.229
65,1736.96,1150.76,345.229
66,1736.96,1150.76,345.229
67,1736.96,1150.76,345.229
68,1736.96,1150.76,345.229
69,1736.96,1150.76,345.229
70,1736.96,1150.76,345.229
71,1736.96,1150.76,345.229
72,1513.68,1150.76,345.229
73,1513.68,1150.76,345.229
74,1513.68,1150.76,345.229
75,1513.68,1150.76,345.229
76,1512.46,1150.76,345.229
77,1512.46,1150.76,345.229
78,1425.22,1150.76,345.229
79,1425.22,1150.76,345.229
80,1425.22,1150.76,345.229
81,1425.22,1150.76,341.777
82,1425.22,1150.76,341.777
83,1446.58,1150.76,341.777
84,1446.58,1150.76,341.777
85,1446.58,1150.76,341.777
86,1446.58,1150.76,341.777
87,1394.45,1150.76,341.777
88,1394.45,1150.76,341.777
89,1394.45,1150.76,341.777
90,1394.45,1150.76,341.777
91,1394.45,1150.76,341.777
92,1394.45,1150.76,341.777
93,1840.97,1150.76,341.777
94,1840.97,1150.76,341.777
95,1774.71,1150.76,341.777
96,1478.15,1150.76,341.777
97,1478.15,1150.76,341.777
98,1478.15,1150.76,341.777
99,1594.93,1150.76,341.777
100,1467.15,1150.76,341.777
101,1467.15,1150.76,341.777
102,1467.15,1150.76,341.777
103,1467.15,1150.76,341.777
104,1162.62,1150.76,341.777
105,1158.63,1150.76,341.777
106,1158.63,1150.76,341.777
107,1158.63,1150.76,341.777
108,1158.63,1150.76,341.777
109,1150.58,1150.58,341.777
110,1150.58,1150.58,341.777
111,1150.58,1150.58,341.777
112,1560.86,1150.58,341.777
113,1542.99,1150.58,341.777
114,1542.99,1150.58,341.777
115,1542.99,1150.58,341.777
116,1288.6,1150.58,341.777
