iteration,current_cost,best_cost,temperature
1,2.88485e+06,2.88485e+06,1000
2,2.88515e+06,2.88485e+06,1000
3,2.88515e+06,2.88485e+06,1000
4,2.88515e+06,2.88485e+06,1000
5,2.88515e+06,2.88485e+06,1000
6,2.88515e+06,2.88485e+06,1000
7,2.88515e+06,2.88485e+06,1000
8,2.88515e+06,2.88485e+06,1000
9,2.88515e+06,2.88485e+06,1000
10,2.88515e+06,2.88485e+06,1000
11,2.88515e+06,2.88485e+06,1000
12,2.88515e+06,2.88485e+06,1000
13,2.88485e+06,2.88485e+06,1000
14,2.88485e+06,2.88485e+06,1000
15,2.88514e+06,2.88485e+06,1000
16,2.88514e+06,2.88485e+06,1000
17,2.88514e+06,2.88485e+06,1000
18,2.88514e+06,2.88485e+06,1000
19,2.88514e+06,2.88485e+06,1000
20,2.88514e+06,2.88485e+06,1000
21,2.88514e+06,2.88485e+06,1000
22,2.88514e+06,2.88485e+06,1000
23,2.88514e+06,2.88485e+06,1000
24,2.88514e+06,2.88485e+06,1000
25,2.88514e+06,2.88485e+06,1000
26,2.88561e+06,2.88485e+06,1000
27,2.88561e+06,2.88485e+06,1000
28,2.88561e+06,2.88485e+06,1000
29,2.88561e+06,2.88485e+06,1000
30,2.88561e+06,2.88485e+06,1000
31,2.88561e+06,2.88485e+06,1000
32,2.88561e+06,2.88485e+06,1000
33,2.88561e+06,2.88485e+06,1000
34,2.88561e+06,2.88485e+06,1000
35,2.88561e+06,2.88485e+06,1000
36,2.88561e+06,2.88485e+06,1000
37,2.88561e+06,2.88485e+06,1000
38,2.88561e+06,2.88485e+06,1000
39,2.88561e+06,2.88485e+06,1000
40,2.88561e+06,2.88485e+06,1000
41,2.88561e+06,2.88485e+06,1000
42,2.88561e+06,2.88485e+06,1000
43,2.88561e+06,2.88485e+06,1000
44,2.88561e+06,2.88485e+06,1000
45,2.88561e+06,2.88485e+06,1000
46,2.88561e+06,2.88485e+06,1000
47,2.88561e+06,2.88485e+06,1000
48,2.88561e+06,2.88485e+06,1000
49,2.88561e+06,2.88485e+06,1000
50,2.8856e+06,2.88485e+06,1000
51,2.8856e+06,2.88485e+06,1000
52,2.8856e+06,2.88485e+06,1000
53,2.8856e+06,2.88485e+06,1000
54,2.8856e+06,2.88485e+06,1000
55,2.8856e+06,2.88485e+06,1000
56,2.8856e+06,2.88485e+06,1000
57,2.8856e+06,2.88485e+06,1000
58,2.8856e+06,2.88485e+06,1000
59,2.8856e+06,2.88485e+06,1000
60,2.8856e+06,2.88485e+06,1000
61,2.8856e+06,2.88485e+06,1000
62,2.8856e+06,2.88485e+06,1000
63,2.8856e+06,2.88485e+06,1000
64,2.88559e+06,2.88485e+06,1000
65,2.88559e+06,2.88485e+06,1000
66,2.88559e+06,2.88485e+06,1000
67,2.88559e+06,2.88485e+06,1000
68,2.88559e+06,2.88485e+06,1000
69,2.88559e+06,2.88485e+06,1000
70,2.88559e+06,2.88485e+06,1000
71,2.88559e+06,2.88485e+06,1000
72,2.88559e+06,2.88485e+06,1000
73,2.88559e+06,2.88485e+06,1000
74,2.88559e+06,2.88485e+06,1000
75,2.88559e+06,2.88485e+06,1000
76,2.88559e+06,2.88485e+06,1000
77,2.88559e+06,2.88485e+06,1000
78,2.88559e+06,2.88485e+06,1000
79,2.88559e+06,2.88485e+06,1000
80,2.88559e+06,2.88485e+06,1000
81,2.88559e+06,2.88485e+06,990
82,2.88559e+06,2.88485e+06,990
83,2.88559e+06,2.88485e+06,990
84,2.88559e+06,2.88485e+06,990
85,2.88555e+06,2.88485e+06,990
86,2.88555e+06,2.88485e+06,990
87,2.88555e+06,2.88485e+06,990
88,2.88555e+06,2.88485e+06,990
89,2.88555e+06,2.88485e+06,990
90,2.88555e+06,2.88485e+06,990
91,2.88555e+06,2.88485e+06,990
92,2.88555e+06,2.88485e+06,990
93,2.88555e+06,2.88485e+06,990
94,2.88555e+06,2.88485e+06,990
95,2.88555e+06,2.88485e+06,990
96,2.88555e+06,2.88485e+06,990
97,2.88555e+06,2.88485e+06,990
98,2.88552e+06,2.88485e+06,990
99,2.88552e+06,2.88485e+06,990
100,2.88552e+06,2.88485e+06,990
101,2.88552e+06,2.88485e+06,990
102,2.88552e+06,2.88485e+06,990
103,2.88552e+06,2.88485e+06,990
104,2.88552e+06,2.88485e+06,990
105,2.88552e+06,2.88485e+06,990
106,2.88552e+06,2.88485e+06,990
107,2.88552e+06,2.88485e+06,990
108,2.88552e+06,2.88485e+06,990
109,2.88552e+06,2.88485e+06,990
110,2.88552e+06,2.88485e+06,990
111,2.88552e+06,2.88485e+06,990
112,2.88552e+06,2.88485e+06,990
113,2.88552e+06,2.88485e+06,990
114,2.88552e+06,2.88485e+06,990
115,2.88514e+06,2.88485e+06,990
116,2.88514e+06,2.88485e+06,990
117,2.88514e+06,2.88485e+06,990
118,2.88514e+06,2.88485e+06,990
119,2.88514e+06,2.88485e+06,990
120,2.88514e+06,2.88485e+06,990
121,2.88514e+06,2.88485e+06,990
122,2.88514e+06,2.88485e+06,990
123,2.88514e+06,2.88485e+06,990
124,2.88514e+06,2.88485e+06,990
125,2.88514e+06,2.88485e+06,990
126,2.88509e+06,2.88485e+06,990
127,2.88509e+06,2.88485e+06,990
128,2.88509e+06,2.88485e+06,990
129,2.8851e+06,2.88485e+06,990
130,2.8851e+06,2.88485e+06,990
131,2.8851e+06,2.88485e+06,990
132,2.8851e+06,2.88485e+06,990
133,2.8851e+06,2.88485e+06,990
134,2.8851e+06,2.88485e+06,990
135,2.8851e+06,2.88485e+06,990
136,2.8851e+06,2.88485e+06,990
137,2.8851e+06,2.88485e+06,990
138,2.8851e+06,2.88485e+06,990
139,2.8851e+06,2.88485e+06,990
140,2.8851e+06,2.88485e+06,990
141,2.8851e+06,2.88485e+06,990
142,2.88505e+06,2.88485e+06,990
143,2.88505e+06,2.88485e+06,990
144,2.88504e+06,2.88485e+06,990
145,2.88504e+06,2.88485e+06,990
146,2.88504e+06,2.88485e+06,990
147,2.88519e+06,2.88485e+06,990
148,2.88519e+06,2.88485e+06,990
149,2.88519e+06,2.88485e+06,990
150,2.88519e+06,2.88485e+06,990
151,2.88519e+06,2.88485e+06,990
152,2.88519e+06,2.88485e+06,990
153,2.88519e+06,2.88485e+06,990
154,2.88519e+06,2.88485e+06,990
155,2.88519e+06,2.88485e+06,990
156,2.88519e+06,2.88485e+06,990
157,2.88519e+06,2.88485e+06,990
158,2.88519e+06,2.88485e+06,990
159,2.88519e+06,2.88485e+06,990
160,2.88519e+06,2.88485e+06,990
161,2.88519e+06,2.88485e+06,980.1
162,2.88519e+06,2.88485e+06,980.1
163,2.88519e+06,2.88485e+06,980.1
164,2.88519e+06,2.88485e+06,980.1
165,2.88519e+06,2.88485e+06,980.1
166,2.88519e+06,2.88485e+06,980.1
167,2.88519e+06,2.88485e+06,980.1
168,2.88519e+06,2.88485e+06,980.1
169,2.88519e+06,2.88485e+06,980.1
